,text,total_count,book_title,supersense_category,count
498,Pumpkin,2,the_rose_and_the_ring,noun.location,2
499,Pyramids,1,the_happy_prince_and_other_tales,noun.location,1
500,QUAY STREET,1,prince_ricardo_of_pantouflia,noun.location,1
501,Queen Of,1,the_fairies,noun.location,1
502,RAIN,1,the_light_princess_and_other_fairy_stories,noun.location,1
503,ROCKLAND,1,phantasmion,noun.location,1
504,ROSALBA,1,the_rose_and_the_ring,noun.location,1
505,ROUND WOODEN BOXES,1,melisande,noun.group,1
506,ROYAL FAMILY,1,the_rose_and_the_ring,noun.group,1
507,Rat - land,1,the_pied_piper_of_hamelin,noun.location,1
508,Rath,5,old_fashioned_fairy_tales,noun.location,5
509,Red Sea,2,the_rose_and_the_ring,noun.location,2
510,Reformed Church,1,a_house_of_pomegranates,noun.group,1
511,Reigning Family,1,prince_ricardo_of_pantouflia,noun.group,1
512,Remarkable Rocket,1,the_happy_prince_and_other_tales,noun.location,1
513,Remora,7,prince_prigio,noun.group,1
514,Remora,7,prince_prigio,noun.location,6
515,Remora _,1,prince_prigio,noun.group,1
516,Republic,3,the_book_of_dragons,noun.group,1
517,Republic,3,the_book_of_dragons,noun.location,1
518,Republic,3,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
519,Revue des Traditione Populaires,1,prince_prigio,noun.group,1
520,Rimbombamento,2,the_rose_and_the_ring,noun.location,2
521,Rimini,1,a_house_of_pomegranates,noun.location,1
522,Robertsbridge,1,dymchurch_flit,noun.location,1
523,Rock- land,3,phantasmion,noun.location,3
524,Rockla^nd,1,phantasmion,noun.location,1
525,Rockland,28,phantasmion,noun.location,28
526,Rocks,5,phantasmion,noun.location,5
527,Rodwell Regis,1,the_rose_and_the_ring,noun.location,1
528,Roman Candle,1,the_happy_prince_and_other_tales,noun.location,1
529,Rome,10,prince_ricardo_of_pantouflia,noun.location,8
530,Rome,10,the_brown_owl,noun.location,1
531,Rome,10,the_rose_and_the_ring,noun.location,1
532,Romney Marsh,2,dymchurch_flit,noun.location,2
533,Room,1,melisande,noun.location,1
534,Rory Bory,1,the_book_of_dragons,noun.location,1
535,Rosses,1,the_fairies,noun.location,1
536,Rotundia,15,the_book_of_dragons,noun.location,15
537,Rotundia Times,2,the_book_of_dragons,noun.group,2
538,Round III._--Dick,1,prince_ricardo_of_pantouflia,noun.location,1
539,Round One,1,the_reluctant_dragon,noun.location,1
540,Royal,1,the_book_of_dragons,noun.group,1
541,Royal Academy,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
542,Royal Box,2,the_brown_owl,noun.location,2
543,Royal Castle,1,the_rose_and_the_ring,noun.group,1
544,Royal Family,4,prince_prigio,noun.group,1
545,Royal Family,4,the_book_of_dragons,noun.group,1
546,Royal Family,4,the_rose_and_the_ring,noun.group,2
547,Royal Highness,5,prince_ricardo_of_pantouflia,noun.group,1
548,Royal Highness,5,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
549,Royal Highness,5,the_rose_and_the_ring,noun.group,3
550,Royal Highnesses,1,the_rose_and_the_ring,noun.group,1
551,Royal Palace,2,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
552,Royal Palace,2,the_rose_and_the_ring,noun.group,1
553,Royal family,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
554,Royal party,1,the_rose_and_the_ring,noun.group,1
555,Russia,1,prince_ricardo_of_pantouflia,noun.location,1
556,Rye,1,dymchurch_flit,noun.location,1
557,SEA,1,phantasmion,noun.location,1
558,SEA SHORE,1,phantasmion,noun.location,1
559,SET FAIR,1,prince_prigio,noun.group,1
560,SOUTH WEST WIND,1,the_king_of_the_golden_river,noun.location,1
561,SOUTHWEST WIND,2,the_king_of_the_golden_river,noun.location,2
562,STAR,1,a_house_of_pomegranates,noun.location,1
563,STRANGERS KIND WILLIAM AND THE WATER SPRITE MURDOCH,1,old_fashioned_fairy_tales,noun.group,1
564,SYLVAN PALACE,1,phantasmion,noun.location,1
565,Sabbath,1,a_house_of_pomegranates,noun.location,1
566,Samarcand,1,a_house_of_pomegranates,noun.location,1
567,Sans - Souci,1,the_happy_prince_and_other_tales,noun.location,1
568,Saragossa,1,a_house_of_pomegranates,noun.location,1
569,Sausage Islands,1,the_rose_and_the_ring,noun.location,1
570,Schools,1,the_rose_and_the_ring,noun.group,1
571,Scorpion,1,a_house_of_pomegranates,noun.location,1
572,Scotland,4,old_fashioned_fairy_tales,noun.location,1
573,Scotland,4,prince_ricardo_of_pantouflia,noun.location,1
574,Scotland,4,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
575,Sea,1,prince_ricardo_of_pantouflia,noun.location,1
576,Second Cataract,1,the_happy_prince_and_other_tales,noun.location,1
577,Selfish Giant,2,the_happy_prince_and_other_tales,noun.location,2
578,Sellers of Sandals,1,a_house_of_pomegranates,noun.location,1
579,Seven,1,prince_ricardo_of_pantouflia,noun.group,1
580,Seven- league Boots,1,prince_ricardo_of_pantouflia,noun.group,1
581,Seville,2,a_house_of_pomegranates,noun.location,2
582,Shadows,1,the_light_princess_and_other_fairy_stories,noun.location,1
583,Sharpness,1,prince_ricardo_of_pantouflia,noun.location,1
584,Sherwood Forest,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
585,Shian _,1,old_fashioned_fairy_tales,noun.group,1
586,Shoes,1,prince_ricardo_of_pantouflia,noun.location,1
587,Sidon,1,a_house_of_pomegranates,noun.location,1
588,Slieveleague,1,the_fairies,noun.location,1
589,Snapdragon Castle,1,the_rose_and_the_ring,noun.group,1
590,Snow Palace,1,the_happy_prince_and_other_tales,noun.location,1
591,Snowdon,1,the_book_of_dragons,noun.location,1
592,Soccer,1,the_book_of_dragons,noun.group,1
593,Soccer Players,2,the_book_of_dragons,noun.group,2
594,Society,1,the_reluctant_dragon,noun.group,1
595,South,7,a_house_of_pomegranates,noun.location,2
596,South,7,goblin_market,noun.location,1
597,South,7,the_book_of_dragons,noun.location,2
598,South,7,the_pied_piper_of_hamelin,noun.location,2
599,South - West,1,the_book_of_dragons,noun.location,1
600,South Africa,1,prince_prigio,noun.location,1
601,South America,2,prince_ricardo_of_pantouflia,noun.location,1
602,South America,2,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
603,South Lambeth Infirmary,1,the_book_of_dragons,noun.location,1
604,Southwest Wind,1,the_king_of_the_golden_river,noun.location,1
605,Spain,9,a_house_of_pomegranates,noun.location,9
606,Spanish Court,1,a_house_of_pomegranates,noun.location,1
607,Spinachi,1,the_rose_and_the_ring,noun.location,1
608,St. Andrew,1,prince_ricardo_of_pantouflia,noun.location,1
609,St. George,2,the_book_of_dragons,noun.location,2
610,St. George 's Church,2,the_book_of_dragons,noun.location,2
611,St. James,2,prince_ricardo_of_pantouflia,noun.location,2
612,St. Paul,1,the_book_of_dragons,noun.location,1
613,Staffordshire,3,the_little_lame_prince_and_his_travelling_cloak,noun.location,3
614,State,6,a_house_of_pomegranates,noun.group,1
615,State,6,a_house_of_pomegranates,noun.location,1
616,State,6,the_brown_owl,noun.group,2
617,State,6,the_brown_owl,noun.location,2
618,State -,1,the_happy_prince_and_other_tales,noun.group,1
619,"State Function""--and",1,the_book_of_dragons,noun.group,1
620,States,1,prince_ricardo_of_pantouflia,noun.location,1
621,Stiria,1,the_king_of_the_golden_river,noun.location,1
622,Stoke - upon - Trent,2,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
623,Stonehenge,1,old_fashioned_fairy_tales,noun.location,1
624,Street,2,a_house_of_pomegranates,noun.location,2
625,Street of Pomegranates,1,a_house_of_pomegranates,noun.location,1
626,Street-- Where,1,the_pied_piper_of_hamelin,noun.location,1
627,Sun,1,a_house_of_pomegranates,noun.location,1
628,Sunless Vale,1,phantasmion,noun.location,1
629,Sunless Valley,1,phantasmion,noun.location,1
630,Sunshine,2,the_book_of_dragons,noun.location,2
631,"Sunshine""--it",1,the_book_of_dragons,noun.location,1
632,Swiftness,1,prince_ricardo_of_pantouflia,noun.location,1
633,Sylvan Palace,4,phantasmion,noun.location,4
634,Syria,1,a_house_of_pomegranates,noun.location,1
635,THE CAPITAL,1,the_rose_and_the_ring,noun.location,1
636,THE COMMON,1,melisande,noun.location,1
637,THE LAKE,1,phantasmion,noun.location,1
638,THE MANSION OF MAGNART,1,phantasmion,noun.location,1
639,THE MOON,1,the_light_princess_and_other_fairy_stories,noun.location,1
640,THE MOUNTAIN,1,phantasmion,noun.location,1
641,THREE BROTHERS,1,the_king_of_the_golden_river,noun.group,1
642,Tartars,1,a_house_of_pomegranates,noun.group,1
643,Tartary,2,a_house_of_pomegranates,noun.location,1
644,Tartary,2,the_pied_piper_of_hamelin,noun.location,1
645,Temple,2,prince_ricardo_of_pantouflia,noun.location,1
646,Temple,2,the_happy_prince_and_other_tales,noun.location,1
647,Tennis Court,1,the_rose_and_the_ring,noun.group,1
648,Tha- limer,1,phantasmion,noun.location,1
649,Thames Embankment,1,the_book_of_dragons,noun.location,1
650,The,1,prince_ricardo_of_pantouflia,noun.location,1
651,Threaded copse,1,goblin_market,noun.group,1
652,Throne Room,1,melisande,noun.location,1
653,Tierra,1,a_house_of_pomegranates,noun.location,1
654,Tierra - Nueva,2,a_house_of_pomegranates,noun.location,2
655,Tigri- dia,1,phantasmion,noun.location,1
656,Tigridia,19,phantasmion,noun.group,1
657,Tigridia,19,phantasmion,noun.location,18
658,To Arecarp,1,the_brown_owl,noun.location,1
659,Toledo,1,a_house_of_pomegranates,noun.location,1
660,Tower,2,a_house_of_pomegranates,noun.location,1
661,Tower,2,the_rose_and_the_ring,noun.location,1
662,Tower of Apes,1,a_house_of_pomegranates,noun.location,1
663,Town,5,prince_prigio,noun.location,1
664,Town,5,the_happy_prince_and_other_tales,noun.group,2
665,Town,5,the_happy_prince_and_other_tales,noun.location,2
666,Town Hall,2,the_book_of_dragons,noun.location,1
667,Town Hall,2,the_pied_piper_of_hamelin,noun.group,1
668,Transylvania,1,the_pied_piper_of_hamelin,noun.location,1
669,Treasure Valley,10,the_king_of_the_golden_river,noun.location,10
670,Treasury,2,the_book_of_dragons,noun.group,1
671,Treasury,2,the_book_of_dragons,noun.location,1
672,Trump,1,the_pied_piper_of_hamelin,noun.location,1
673,Tyre,1,a_house_of_pomegranates,noun.location,1
674,UNIVERSAL TAPROOM,1,the_book_of_dragons,noun.location,1
675,UNIVERSITY NEWS.--Yesterday,1,the_rose_and_the_ring,noun.group,1
676,Ulander,2,phantasmion,noun.location,2
677,University,2,the_rose_and_the_ring,noun.group,1
678,University,2,the_rose_and_the_ring,noun.location,1
679,V. The Island,1,the_book_of_dragons,noun.location,1
680,Vale of Palms,2,phantasmion,noun.location,2
681,Valhorga,1,phantasmion,noun.location,1
682,Valley,2,a_house_of_pomegranates,noun.location,1
683,Valley,2,phantasmion,noun.location,1
684,Venerable Knots,1,prince_ricardo_of_pantouflia,noun.location,1
685,Venice,1,a_house_of_pomegranates,noun.location,1
686,View,1,phantasmion,noun.location,1
687,Villa Borghese,1,prince_ricardo_of_pantouflia,noun.location,1
688,WAY,1,the_book_of_dragons,noun.location,1
689,WEDDING - RING,1,old_fashioned_fairy_tales,noun.group,1
690,WIDOWS AND,1,old_fashioned_fairy_tales,noun.group,1
691,Wall,2,dymchurch_flit,noun.location,2
692,Waste,1,the_book_of_dragons,noun.location,1
693,Waterloo Bridge,1,the_book_of_dragons,noun.location,1
694,West,2,the_pied_piper_of_hamelin,noun.location,2
695,West Winds,1,the_king_of_the_golden_river,noun.location,1
696,Western World,3,the_brown_owl,noun.location,3
697,Wildwood Cottage,2,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
698,Wishing Cap,1,prince_ricardo_of_pantouflia,noun.location,1
699,Wombwell,1,the_rose_and_the_ring,noun.location,1
700,Woods,1,phantasmion,noun.location,1
701,XII,1,the_light_princess_and_other_fairy_stories,noun.location,1
702,XIII,1,the_pied_piper_of_hamelin,noun.location,1
703,XIV,2,the_light_princess_and_other_fairy_stories,noun.location,1
704,XIV,2,the_pied_piper_of_hamelin,noun.location,1
705,YOU,1,the_king_of_the_golden_river,noun.location,1
706,Yellow Dwarf,1,prince_ricardo_of_pantouflia,noun.group,1
707,Yule,1,old_fashioned_fairy_tales,noun.location,1
708,Zalia,4,phantasmion,noun.location,4
709,Zelnetb,1,phantasmion,noun.location,1
710,Zelneth,4,phantasmion,noun.location,4
711,Zoo,1,the_book_of_dragons,noun.location,1
712,Zoological Gardens,2,the_book_of_dragons,noun.location,2
713,abode,16,phantasmion,noun.location,16
714,aged,1,old_fashioned_fairy_tales,noun.group,1
715,air,115,a_house_of_pomegranates,noun.location,7
716,air,115,melisande,noun.location,1
717,air,115,old_fashioned_fairy_tales,noun.location,3
718,air,115,phantasmion,noun.location,33
719,air,115,prince_prigio,noun.location,7
720,air,115,prince_ricardo_of_pantouflia,noun.location,6
721,air,115,the_book_of_dragons,noun.location,5
722,air,115,the_brown_owl,noun.location,7
723,air,115,the_happy_prince_and_other_tales,noun.location,7
724,air,115,the_king_of_the_golden_river,noun.location,2
725,air,115,the_light_princess_and_other_fairy_stories,noun.location,14
726,air,115,the_little_lame_prince_and_his_travelling_cloak,noun.location,11
727,air,115,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,4
728,air,115,the_reluctant_dragon,noun.location,4
729,air,115,the_rose_and_the_ring,noun.group,1
730,air,115,the_rose_and_the_ring,noun.location,3
731,alleys,1,phantasmion,noun.location,1
732,allies,2,phantasmion,noun.group,1
733,allies,2,the_brown_owl,noun.group,1
734,allies Phantasmion,1,phantasmion,noun.group,1
735,angle,1,the_king_of_the_golden_river,noun.location,1
736,ar- bour,1,phantasmion,noun.location,1
737,ar- mour,1,phantasmion,noun.location,1
738,aristocracy,1,the_rose_and_the_ring,noun.group,1
739,armies,9,goblin_market,noun.group,1
740,armies,9,phantasmion,noun.group,5
741,armies,9,the_brown_owl,noun.group,3
742,armour,1,phantasmion,noun.group,1
743,army,75,melisande,noun.group,3
744,army,75,phantasmion,noun.group,14
745,army,75,prince_prigio,noun.group,1
746,army,75,prince_ricardo_of_pantouflia,noun.group,1
747,army,75,the_book_of_dragons,noun.group,4
748,army,75,the_brown_owl,noun.group,29
749,army,75,the_light_princess_and_other_fairy_stories,noun.group,3
750,army,75,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
751,army,75,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,4
752,army,75,the_pied_piper_of_hamelin,noun.group,1
753,army,75,the_rose_and_the_ring,noun.group,14
754,array,5,phantasmion,noun.group,3
755,array,5,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,2
756,assemblage,1,the_reluctant_dragon,noun.group,1
757,assembly,4,phantasmion,noun.group,1
758,assembly,4,the_brown_owl,noun.group,1
759,assembly,4,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
760,assembly,4,the_rose_and_the_ring,noun.group,1
761,au Bois - dormant,1,prince_prigio,noun.location,1
762,audience,6,a_house_of_pomegranates,noun.group,1
763,audience,6,old_fashioned_fairy_tales,noun.group,1
764,audience,6,prince_ricardo_of_pantouflia,noun.group,1
765,audience,6,the_brown_owl,noun.group,1
766,audience,6,the_reluctant_dragon,noun.group,1
767,audience,6,the_rose_and_the_ring,noun.group,1
768,avenue,1,phantasmion,noun.location,1
769,axis,1,prince_ricardo_of_pantouflia,noun.location,1
770,back,1,the_rose_and_the_ring,noun.location,1
771,back alleys,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
772,"balcony,--for",1,prince_prigio,noun.location,1
773,ball,2,the_brown_owl,noun.group,1
774,ball,2,the_happy_prince_and_other_tales,noun.group,1
775,balm,1,phantasmion,noun.location,1
776,band,17,phantasmion,noun.group,11
777,band,17,prince_prigio,noun.group,1
778,band,17,the_book_of_dragons,noun.group,2
779,band,17,the_brown_owl,noun.group,1
780,band,17,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
781,band,17,the_pied_piper_of_hamelin,noun.group,1
782,bands,5,phantasmion,noun.group,4
783,bands,5,the_rose_and_the_ring,noun.group,1
784,banquet,8,the_book_of_dragons,noun.group,2
785,banquet,8,the_happy_prince_and_other_tales,noun.group,1
786,banquet,8,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
787,banquet,8,the_reluctant_dragon,noun.group,4
788,bar- ren Land,1,phantasmion,noun.location,1
789,base,7,phantasmion,noun.location,3
790,base,7,prince_ricardo_of_pantouflia,noun.location,1
791,base,7,the_book_of_dragons,noun.location,1
792,base,7,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
793,baskets,1,phantasmion,noun.group,1
794,batch,2,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,2
795,battalions,1,the_rose_and_the_ring,noun.group,1
796,battlefield,3,the_brown_owl,noun.location,3
797,bay,1,phantasmion,noun.location,1
798,be-,1,phantasmion,noun.location,1
799,beams,1,phantasmion,noun.location,1
800,bedside,1,old_fashioned_fairy_tales,noun.location,1
801,beginning,1,phantasmion,noun.location,1
802,belladonna,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
803,bevy,3,phantasmion,noun.group,2
804,bevy,3,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
805,bit,1,old_fashioned_fairy_tales,noun.location,1
806,bitants,1,phantasmion,noun.location,1
807,black shadows,1,phantasmion,noun.location,1
808,blood royal,1,prince_prigio,noun.group,1
809,board,2,a_house_of_pomegranates,noun.group,1
810,board,2,phantasmion,noun.group,1
811,bodies,1,the_brown_owl,noun.group,1
812,body,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
813,bogs,1,phantasmion,noun.location,1
814,bondage,1,phantasmion,noun.group,1
815,bonnie Elfland,1,old_fashioned_fairy_tales,noun.location,1
816,border,2,prince_prigio,noun.location,1
817,border,2,the_light_princess_and_other_fairy_stories,noun.location,1
818,border-,1,phantasmion,noun.location,1
819,borders,15,phantasmion,noun.location,5
820,borders,15,the_light_princess_and_other_fairy_stories,noun.location,10
821,bosom,6,phantasmion,noun.location,5
822,bosom,6,the_reluctant_dragon,noun.location,1
823,bottom,53,a_house_of_pomegranates,noun.location,3
824,bottom,53,dymchurch_flit,noun.location,1
825,bottom,53,old_fashioned_fairy_tales,noun.location,5
826,bottom,53,phantasmion,noun.location,15
827,bottom,53,prince_prigio,noun.location,2
828,bottom,53,prince_ricardo_of_pantouflia,noun.location,1
829,bottom,53,the_book_of_dragons,noun.location,5
830,bottom,53,the_king_of_the_golden_river,noun.location,1
831,bottom,53,the_light_princess_and_other_fairy_stories,noun.location,13
832,bottom,53,the_little_lame_prince_and_his_travelling_cloak,noun.location,4
833,bottom,53,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
834,bottom,53,the_reluctant_dragon,noun.location,2
835,boundary,1,phantasmion,noun.location,1
836,boundary eminence,1,phantasmion,noun.location,1
837,bowels,1,phantasmion,noun.location,1
838,branch,4,phantasmion,noun.group,3
839,branch,4,the_reluctant_dragon,noun.group,1
840,bright side,1,prince_ricardo_of_pantouflia,noun.location,1
841,brink,5,goblin_market,noun.location,1
842,brink,5,the_king_of_the_golden_river,noun.location,2
843,brink,5,the_light_princess_and_other_fairy_stories,noun.location,1
844,brink,5,the_pied_piper_of_hamelin,noun.location,1
845,brood,2,phantasmion,noun.group,1
846,brood,2,the_pied_piper_of_hamelin,noun.group,1
847,brotherhood,4,old_fashioned_fairy_tales,noun.group,4
848,"brothers,--the",1,prince_prigio,noun.group,1
849,bunch,6,old_fashioned_fairy_tales,noun.group,1
850,bunch,6,the_book_of_dragons,noun.group,1
851,bunch,6,the_happy_prince_and_other_tales,noun.group,1
852,bunch,6,the_light_princess_and_other_fairy_stories,noun.group,1
853,bunch,6,the_little_lame_prince_and_his_travelling_cloak,noun.group,2
854,bundle,10,a_house_of_pomegranates,noun.group,1
855,bundle,10,old_fashioned_fairy_tales,noun.group,4
856,bundle,10,phantasmion,noun.group,1
857,bundle,10,the_light_princess_and_other_fairy_stories,noun.group,1
858,bundle,10,the_little_lame_prince_and_his_travelling_cloak,noun.group,3
859,bushes,1,old_fashioned_fairy_tales,noun.group,1
860,ca- pital city,1,phantasmion,noun.location,1
861,camp,1,the_brown_owl,noun.group,1
862,cap- tive,1,phantasmion,noun.location,1
863,capital,7,old_fashioned_fairy_tales,noun.location,1
864,capital,7,phantasmion,noun.location,1
865,capital,7,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
866,capital,7,the_rose_and_the_ring,noun.location,4
867,capital city,1,the_brown_owl,noun.location,1
868,caravan,2,a_house_of_pomegranates,noun.group,2
869,cast,3,prince_ricardo_of_pantouflia,noun.group,3
870,cause,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
871,cavalry,4,phantasmion,noun.group,2
872,cavalry,4,the_rose_and_the_ring,noun.group,2
873,cavern,2,phantasmion,noun.location,1
874,cavern,2,the_happy_prince_and_other_tales,noun.location,1
875,center,4,the_book_of_dragons,noun.location,1
876,center,4,the_king_of_the_golden_river,noun.location,2
877,center,4,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
878,centre,41,a_house_of_pomegranates,noun.location,5
879,centre,41,phantasmion,noun.location,12
880,centre,41,prince_ricardo_of_pantouflia,noun.location,4
881,centre,41,the_brown_owl,noun.location,3
882,centre,41,the_happy_prince_and_other_tales,noun.location,1
883,centre,41,the_light_princess_and_other_fairy_stories,noun.location,6
884,centre,41,the_little_lame_prince_and_his_travelling_cloak,noun.location,6
885,centre,41,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,3
886,centre,41,the_rose_and_the_ring,noun.location,1
887,chain,2,phantasmion,noun.group,1
888,chain,2,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
889,chamber,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
890,channel pent,1,phantasmion,noun.location,1
891,charity,1,the_light_princess_and_other_fairy_stories,noun.group,1
892,chief city,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
893,church,1,the_magic_fishbone,noun.group,1
894,churchyard,4,a_house_of_pomegranates,noun.location,1
895,churchyard,4,old_fashioned_fairy_tales,noun.location,2
896,churchyard,4,the_book_of_dragons,noun.location,1
897,circle,6,old_fashioned_fairy_tales,noun.location,2
898,circle,6,phantasmion,noun.group,1
899,circle,6,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
900,circle,6,the_reluctant_dragon,noun.location,1
901,circle,6,the_rose_and_the_ring,noun.group,1
902,circles,1,phantasmion,noun.location,1
903,circu- larly,1,phantasmion,noun.location,1
904,circus,4,the_reluctant_dragon,noun.group,1
905,circus,4,the_rose_and_the_ring,noun.group,3
906,cities,7,a_house_of_pomegranates,noun.location,3
907,cities,7,the_king_of_the_golden_river,noun.location,2
908,cities,7,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
909,cities,7,the_reluctant_dragon,noun.location,1
910,city,115,a_house_of_pomegranates,noun.location,58
911,city,115,old_fashioned_fairy_tales,noun.location,5
912,city,115,phantasmion,noun.location,3
913,city,115,prince_prigio,noun.location,3
914,city,115,prince_ricardo_of_pantouflia,noun.location,3
915,city,115,the_brown_owl,noun.location,4
916,city,115,the_happy_prince_and_other_tales,noun.location,8
917,city,115,the_king_of_the_golden_river,noun.location,1
918,city,115,the_light_princess_and_other_fairy_stories,noun.location,1
919,city,115,the_little_lame_prince_and_his_travelling_cloak,noun.location,15
920,city,115,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,9
921,city,115,the_rose_and_the_ring,noun.location,5
922,city of,1,the_happy_prince_and_other_tales,noun.location,1
923,city squares,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
924,city streets,2,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
925,class,9,melisande,noun.group,1
926,class,9,old_fashioned_fairy_tales,noun.group,1
927,class,9,the_book_of_dragons,noun.group,4
928,class,9,the_rose_and_the_ring,noun.group,3
929,classes,1,the_brown_owl,noun.group,1
930,clear,1,phantasmion,noun.location,1
931,clergy,1,the_rose_and_the_ring,noun.group,1
932,cliif,1,phantasmion,noun.group,1
933,club,3,prince_ricardo_of_pantouflia,noun.group,1
934,club,3,the_book_of_dragons,noun.group,1
935,club,3,the_happy_prince_and_other_tales,noun.group,1
936,clump,5,a_house_of_pomegranates,noun.group,1
937,clump,5,phantasmion,noun.group,4
938,clumps,2,goblin_market,noun.group,1
939,clumps,2,old_fashioned_fairy_tales,noun.group,1
940,cluster,3,phantasmion,noun.group,3
941,clusters,3,a_house_of_pomegranates,noun.group,2
942,clusters,3,phantasmion,noun.group,1
943,cockatrice,1,the_book_of_dragons,noun.location,1
944,collection,6,phantasmion,noun.group,2
945,collection,6,prince_prigio,noun.group,1
946,collection,6,prince_ricardo_of_pantouflia,noun.group,2
947,collection,6,the_rose_and_the_ring,noun.group,1
948,college,3,the_light_princess_and_other_fairy_stories,noun.group,2
949,college,3,the_rose_and_the_ring,noun.group,1
950,colony,1,phantasmion,noun.group,1
951,column,2,phantasmion,noun.group,1
952,column,2,the_book_of_dragons,noun.group,1
953,combatants,1,phantasmion,noun.group,1
954,combination,3,the_light_princess_and_other_fairy_stories,noun.group,1
955,combination,3,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
956,combination,3,the_reluctant_dragon,noun.group,1
957,committee,2,the_book_of_dragons,noun.group,2
958,common,8,melisande,noun.location,1
959,common,8,old_fashioned_fairy_tales,noun.location,1
960,common,8,the_book_of_dragons,noun.group,1
961,common,8,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
962,common,8,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
963,common,8,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,3
964,common people,1,the_light_princess_and_other_fairy_stories,noun.group,1
965,community,2,the_book_of_dragons,noun.group,1
966,community,2,the_light_princess_and_other_fairy_stories,noun.group,1
967,companies,3,phantasmion,noun.group,2
968,companies,3,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
969,company,54,a_house_of_pomegranates,noun.group,5
970,company,54,old_fashioned_fairy_tales,noun.group,3
971,company,54,phantasmion,noun.group,31
972,company,54,prince_prigio,noun.group,1
973,company,54,the_brown_owl,noun.group,1
974,company,54,the_happy_prince_and_other_tales,noun.group,2
975,company,54,the_light_princess_and_other_fairy_stories,noun.group,2
976,company,54,the_little_lame_prince_and_his_travelling_cloak,noun.group,2
977,company,54,the_magic_fishbone,noun.group,1
978,company,54,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
979,company,54,the_rose_and_the_ring,noun.group,5
980,concourse,1,a_house_of_pomegranates,noun.group,1
981,conference,1,phantasmion,noun.group,1
982,congregation,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
983,constellation,1,phantasmion,noun.location,1
984,constellations,1,phantasmion,noun.location,1
985,contents,6,old_fashioned_fairy_tales,noun.group,1
986,contents,6,phantasmion,noun.group,4
987,contents,6,the_light_princess_and_other_fairy_stories,noun.group,1
988,contingent,1,the_rose_and_the_ring,noun.group,1
989,copse,3,phantasmion,noun.group,3
990,core,1,phantasmion,noun.location,1
991,corner,30,a_house_of_pomegranates,noun.location,6
992,corner,30,old_fashioned_fairy_tales,noun.location,1
993,corner,30,phantasmion,noun.location,1
994,corner,30,prince_prigio,noun.location,1
995,corner,30,prince_ricardo_of_pantouflia,noun.location,1
996,corner,30,the_brown_owl,noun.location,1
997,corner,30,the_happy_prince_and_other_tales,noun.location,4
998,corner,30,the_king_of_the_golden_river,noun.location,5
999,corner,30,the_light_princess_and_other_fairy_stories,noun.location,4
1000,corner,30,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
1001,corner,30,the_magic_fishbone,noun.location,2
1002,corner,30,the_rose_and_the_ring,noun.location,2
1003,corners,1,prince_ricardo_of_pantouflia,noun.location,1
