,text,total_count,book_title,supersense_category,count
2027,school,29,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
2028,seat,23,a_house_of_pomegranates,noun.location,1
2029,seat,23,phantasmion,noun.location,11
2030,seat,23,prince_prigio,noun.location,3
2031,seat,23,prince_ricardo_of_pantouflia,noun.location,1
2032,seat,23,the_brown_owl,noun.location,4
2033,seat,23,the_light_princess_and_other_fairy_stories,noun.location,2
2034,seat,23,the_magic_fishbone,noun.location,1
2035,sect,1,phantasmion,noun.group,1
2036,sects,3,phantasmion,noun.group,3
2037,sembly,1,phantasmion,noun.location,1
2038,semi- isle Phantasmion,1,phantasmion,noun.location,1
2039,sequence,1,the_light_princess_and_other_fairy_stories,noun.group,1
2040,series,3,phantasmion,noun.group,2
2041,series,3,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2042,set,14,old_fashioned_fairy_tales,noun.group,1
2043,set,14,phantasmion,noun.group,2
2044,set,14,prince_ricardo_of_pantouflia,noun.group,2
2045,set,14,the_book_of_dragons,noun.group,3
2046,set,14,the_brown_owl,noun.group,2
2047,set,14,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,3
2048,set,14,the_rose_and_the_ring,noun.group,1
2049,setting,1,old_fashioned_fairy_tales,noun.location,1
2050,seve- ral,1,phantasmion,noun.location,1
2051,sex,1,phantasmion,noun.group,1
2052,sexes,1,the_rose_and_the_ring,noun.group,1
2053,shade,2,a_house_of_pomegranates,noun.group,1
2054,shade,2,phantasmion,noun.location,1
2055,shadow,4,phantasmion,noun.location,3
2056,shadow,4,the_king_of_the_golden_river,noun.location,1
2057,shadows,4,phantasmion,noun.location,1
2058,shadows,4,the_book_of_dragons,noun.location,1
2059,shadows,4,the_light_princess_and_other_fairy_stories,noun.location,2
2060,shapes,1,old_fashioned_fairy_tales,noun.location,1
2061,shores,1,phantasmion,noun.location,1
2062,side,194,a_house_of_pomegranates,noun.group,1
2063,side,194,a_house_of_pomegranates,noun.location,15
2064,side,194,dymchurch_flit,noun.location,1
2065,side,194,old_fashioned_fairy_tales,noun.location,22
2066,side,194,phantasmion,noun.group,1
2067,side,194,phantasmion,noun.location,60
2068,side,194,prince_prigio,noun.location,3
2069,side,194,prince_ricardo_of_pantouflia,noun.location,7
2070,side,194,the_book_of_dragons,noun.group,1
2071,side,194,the_book_of_dragons,noun.location,24
2072,side,194,the_brown_owl,noun.location,7
2073,side,194,the_happy_prince_and_other_tales,noun.location,3
2074,side,194,the_king_of_the_golden_river,noun.location,6
2075,side,194,the_light_princess_and_other_fairy_stories,noun.location,17
2076,side,194,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2077,side,194,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
2078,side,194,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,11
2079,side,194,the_pied_piper_of_hamelin,noun.location,3
2080,side,194,the_reluctant_dragon,noun.location,3
2081,side,194,the_rose_and_the_ring,noun.group,1
2082,side,194,the_rose_and_the_ring,noun.location,5
2083,sides,24,dymchurch_flit,noun.location,2
2084,sides,24,old_fashioned_fairy_tales,noun.location,2
2085,sides,24,phantasmion,noun.location,6
2086,sides,24,prince_prigio,noun.location,1
2087,sides,24,prince_ricardo_of_pantouflia,noun.group,1
2088,sides,24,the_book_of_dragons,noun.location,1
2089,sides,24,the_brown_owl,noun.location,1
2090,sides,24,the_king_of_the_golden_river,noun.location,2
2091,sides,24,the_light_princess_and_other_fairy_stories,noun.location,7
2092,sides,24,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
2093,sight,10,dymchurch_flit,noun.location,1
2094,sight,10,phantasmion,noun.location,5
2095,sight,10,the_brown_owl,noun.location,1
2096,sight,10,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2097,sight,10,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
2098,sight,10,the_reluctant_dragon,noun.location,1
2099,skies,2,phantasmion,noun.location,2
2100,skylight,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2101,slain,2,phantasmion,noun.group,1
2102,slain,2,prince_ricardo_of_pantouflia,noun.group,1
2103,society,8,old_fashioned_fairy_tales,noun.group,1
2104,society,8,phantasmion,noun.group,1
2105,society,8,the_happy_prince_and_other_tales,noun.group,4
2106,society,8,the_reluctant_dragon,noun.group,1
2107,society,8,the_rose_and_the_ring,noun.group,1
2108,source,5,old_fashioned_fairy_tales,noun.location,1
2109,source,5,phantasmion,noun.location,1
2110,source,5,the_king_of_the_golden_river,noun.location,2
2111,source,5,the_light_princess_and_other_fairy_stories,noun.location,1
2112,south,4,goblin_market,noun.location,1
2113,south,4,the_book_of_dragons,noun.location,1
2114,south,4,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,2
2115,south side,1,the_brown_owl,noun.location,1
2116,space,7,a_house_of_pomegranates,noun.group,1
2117,space,7,phantasmion,noun.location,4
2118,space,7,prince_prigio,noun.location,1
2119,space,7,the_light_princess_and_other_fairy_stories,noun.location,1
2120,spaces,1,the_light_princess_and_other_fairy_stories,noun.location,1
2121,species,1,the_book_of_dragons,noun.group,1
2122,spot,33,old_fashioned_fairy_tales,noun.location,4
2123,spot,33,phantasmion,noun.location,15
2124,spot,33,prince_prigio,noun.location,1
2125,spot,33,the_brown_owl,noun.location,2
2126,spot,33,the_happy_prince_and_other_tales,noun.location,2
2127,spot,33,the_light_princess_and_other_fairy_stories,noun.location,3
2128,spot,33,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
2129,spot,33,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,2
2130,spot,33,the_pied_piper_of_hamelin,noun.location,1
2131,spot,33,the_reluctant_dragon,noun.location,1
2132,spots,1,old_fashioned_fairy_tales,noun.location,1
2133,spray,1,a_house_of_pomegranates,noun.group,1
2134,squadrons,1,phantasmion,noun.group,1
2135,square,6,prince_ricardo_of_pantouflia,noun.location,3
2136,square,6,the_happy_prince_and_other_tales,noun.location,2
2137,square,6,the_rose_and_the_ring,noun.location,1
2138,stacks,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2139,stars,1,phantasmion,noun.location,1
2140,state,20,old_fashioned_fairy_tales,noun.location,1
2141,state,20,phantasmion,noun.location,5
2142,state,20,the_little_lame_prince_and_his_travelling_cloak,noun.group,2
2143,state,20,the_little_lame_prince_and_his_travelling_cloak,noun.location,4
2144,state,20,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
2145,state,20,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,4
2146,state,20,the_rose_and_the_ring,noun.group,1
2147,state,20,the_rose_and_the_ring,noun.location,2
2148,strand,1,phantasmion,noun.location,1
2149,streams,1,the_king_of_the_golden_river,noun.group,1
2150,streets,1,the_happy_prince_and_other_tales,noun.location,1
2151,string,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2152,strings,2,a_house_of_pomegranates,noun.group,1
2153,strings,2,the_book_of_dragons,noun.group,1
2154,stumps,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
2155,succession,2,phantasmion,noun.group,2
2156,suite,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2157,summit,10,phantasmion,noun.location,7
2158,summit,10,prince_ricardo_of_pantouflia,noun.location,1
2159,summit,10,the_light_princess_and_other_fairy_stories,noun.location,1
2160,summit,10,the_reluctant_dragon,noun.location,1
2161,summits,1,a_house_of_pomegranates,noun.location,1
2162,sunrise,1,melisande,noun.location,1
2163,sunset,1,the_brown_owl,noun.location,1
2164,surface,6,phantasmion,noun.location,2
2165,surface,6,prince_prigio,noun.location,1
2166,surface,6,the_king_of_the_golden_river,noun.location,1
2167,surface,6,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2168,surface,6,the_reluctant_dragon,noun.location,1
2169,surface--,1,the_light_princess_and_other_fairy_stories,noun.location,1
2170,swarm,8,phantasmion,noun.group,6
2171,swarm,8,the_book_of_dragons,noun.group,1
2172,swarm,8,the_king_of_the_golden_river,noun.group,1
2173,swarms,3,phantasmion,noun.group,2
2174,swarms,3,the_pied_piper_of_hamelin,noun.group,1
2175,swirl,1,the_book_of_dragons,noun.location,1
2176,syl- van,1,phantasmion,noun.group,1
2177,table,1,the_pied_piper_of_hamelin,noun.group,1
2178,team,2,phantasmion,noun.group,2
2179,territories,1,phantasmion,noun.location,1
2180,territory,3,phantasmion,noun.location,3
2181,the Asturias,1,a_house_of_pomegranates,noun.location,1
2182,the Netherlands,1,a_house_of_pomegranates,noun.location,1
2183,the Sea,2,the_light_princess_and_other_fairy_stories,noun.location,2
2184,the Sun,1,prince_ricardo_of_pantouflia,noun.location,1
2185,thick,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2186,thicket,4,a_house_of_pomegranates,noun.group,1
2187,thicket,4,phantasmion,noun.group,2
2188,thicket,4,the_light_princess_and_other_fairy_stories,noun.group,1
2189,throng,8,phantasmion,noun.group,6
2190,throng,8,the_brown_owl,noun.group,1
2191,throng,8,the_reluctant_dragon,noun.group,1
2192,throngs,1,the_brown_owl,noun.group,1
2193,tip,3,old_fashioned_fairy_tales,noun.location,2
2194,tip,3,the_book_of_dragons,noun.location,1
2195,tips,2,the_light_princess_and_other_fairy_stories,noun.location,1
2196,tips,2,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
2197,tom,1,phantasmion,noun.location,1
2198,top,117,a_house_of_pomegranates,noun.location,7
2199,top,117,old_fashioned_fairy_tales,noun.location,6
2200,top,117,phantasmion,noun.location,24
2201,top,117,prince_prigio,noun.location,6
2202,top,117,prince_ricardo_of_pantouflia,noun.location,5
2203,top,117,the_book_of_dragons,noun.location,23
2204,top,117,the_brown_owl,noun.location,11
2205,top,117,the_happy_prince_and_other_tales,noun.location,7
2206,top,117,the_king_of_the_golden_river,noun.location,5
2207,top,117,the_light_princess_and_other_fairy_stories,noun.location,5
2208,top,117,the_little_lame_prince_and_his_travelling_cloak,noun.location,6
2209,top,117,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,5
2210,top,117,the_pied_piper_of_hamelin,noun.location,1
2211,top,117,the_reluctant_dragon,noun.location,1
2212,top,117,the_rose_and_the_ring,noun.location,5
2213,top The,1,the_fairies,noun.location,1
2214,top-,1,phantasmion,noun.location,1
2215,tops,16,a_house_of_pomegranates,noun.location,2
2216,tops,16,old_fashioned_fairy_tales,noun.location,1
2217,tops,16,phantasmion,noun.location,4
2218,tops,16,prince_prigio,noun.location,1
2219,tops,16,prince_ricardo_of_pantouflia,noun.location,1
2220,tops,16,the_brown_owl,noun.location,2
2221,tops,16,the_light_princess_and_other_fairy_stories,noun.location,2
2222,tops,16,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
2223,tops,16,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
2224,torrent,1,phantasmion,noun.group,1
2225,town,149,a_house_of_pomegranates,noun.group,1
2226,town,149,a_house_of_pomegranates,noun.location,4
2227,town,149,goblin_market,noun.location,3
2228,town,149,old_fashioned_fairy_tales,noun.group,1
2229,town,149,old_fashioned_fairy_tales,noun.location,8
2230,town,149,phantasmion,noun.location,4
2231,town,149,prince_prigio,noun.location,10
2232,town,149,prince_ricardo_of_pantouflia,noun.location,2
2233,town,149,the_book_of_dragons,noun.group,6
2234,town,149,the_book_of_dragons,noun.location,54
2235,town,149,the_brown_owl,noun.group,1
2236,town,149,the_brown_owl,noun.location,22
2237,town,149,the_happy_prince_and_other_tales,noun.group,1
2238,town,149,the_happy_prince_and_other_tales,noun.location,1
2239,town,149,the_king_of_the_golden_river,noun.location,1
2240,town,149,the_little_lame_prince_and_his_travelling_cloak,noun.location,3
2241,town,149,the_magic_fishbone,noun.location,1
2242,town,149,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,12
2243,town,149,the_pied_piper_of_hamelin,noun.location,4
2244,town,149,the_rose_and_the_ring,noun.group,1
2245,town,149,the_rose_and_the_ring,noun.location,9
2246,town Topp’d,1,goblin_market,noun.location,1
2247,town gates,1,the_book_of_dragons,noun.location,1
2248,towns,5,the_book_of_dragons,noun.location,1
2249,towns,5,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2250,towns,5,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,3
2251,townsfolk,1,the_pied_piper_of_hamelin,noun.group,1
2252,townspeople,1,the_book_of_dragons,noun.group,1
2253,tract,5,phantasmion,noun.location,4
2254,tract,5,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2255,train,3,phantasmion,noun.group,3
2256,trains,1,melisande,noun.group,1
2257,tribe,4,a_house_of_pomegranates,noun.group,1
2258,tribe,4,the_pied_piper_of_hamelin,noun.group,1
2259,tribe,4,the_reluctant_dragon,noun.group,2
2260,tribes,1,phantasmion,noun.group,1
2261,troop,9,a_house_of_pomegranates,noun.group,1
2262,troop,9,old_fashioned_fairy_tales,noun.group,1
2263,troop,9,phantasmion,noun.group,2
2264,troop,9,prince_prigio,noun.group,1
2265,troop,9,prince_ricardo_of_pantouflia,noun.group,1
2266,troop,9,the_light_princess_and_other_fairy_stories,noun.group,1
2267,troop,9,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2268,troop,9,the_rose_and_the_ring,noun.group,1
2269,troops,25,phantasmion,noun.group,13
2270,troops,25,the_book_of_dragons,noun.group,1
2271,troops,25,the_brown_owl,noun.group,4
2272,troops,25,the_light_princess_and_other_fairy_stories,noun.group,1
2273,troops,25,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2274,troops,25,the_rose_and_the_ring,noun.group,5
2275,truckloads,1,the_book_of_dragons,noun.group,1
2276,tuft,1,the_book_of_dragons,noun.location,1
2277,tyranny,2,old_fashioned_fairy_tales,noun.group,1
2278,tyranny,2,the_rose_and_the_ring,noun.group,1
2279,under side,1,the_light_princess_and_other_fairy_stories,noun.location,1
2280,underground,1,phantasmion,noun.location,1
2281,undergrowth,1,phantasmion,noun.location,1
2282,underneath,1,the_book_of_dragons,noun.location,1
2283,undersong,1,phantasmion,noun.location,1
2284,union,1,phantasmion,noun.group,1
2285,united armies,1,phantasmion,noun.group,1
2286,university,1,the_rose_and_the_ring,noun.group,1
2287,val- ley,1,phantasmion,noun.location,1
2288,vale,3,phantasmion,noun.location,2
2289,vale,3,the_reluctant_dragon,noun.location,1
2290,vales,2,phantasmion,noun.location,2
2291,vanguard,1,phantasmion,noun.group,1
2292,vantage ground,1,phantasmion,noun.location,1
2293,variety,1,the_rose_and_the_ring,noun.group,1
2294,verge,1,phantasmion,noun.location,1
2295,view,7,phantasmion,noun.location,3
2296,view,7,the_book_of_dragons,noun.location,1
2297,view,7,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2298,view,7,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
2299,view,7,the_reluctant_dragon,noun.location,1
2300,village,64,a_house_of_pomegranates,noun.group,7
2301,village,64,old_fashioned_fairy_tales,noun.group,7
2302,village,64,old_fashioned_fairy_tales,noun.location,1
2303,village,64,phantasmion,noun.group,2
2304,village,64,the_light_princess_and_other_fairy_stories,noun.location,1
2305,village,64,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,24
2306,village,64,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,10
2307,village,64,the_reluctant_dragon,noun.group,11
2308,village,64,the_reluctant_dragon,noun.location,1
2309,village green,1,old_fashioned_fairy_tales,noun.location,1
2310,villages,5,a_house_of_pomegranates,noun.location,1
2311,villages,5,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,3
2312,villages,5,the_rose_and_the_ring,noun.location,1
2313,walls,1,phantasmion,noun.location,1
2314,waste field,1,phantasmion,noun.location,1
2315,watering,1,the_happy_prince_and_other_tales,noun.location,1
2316,way,114,a_house_of_pomegranates,noun.location,2
2317,way,114,dymchurch_flit,noun.location,2
2318,way,114,old_fashioned_fairy_tales,noun.location,12
2319,way,114,phantasmion,noun.location,39
2320,way,114,prince_prigio,noun.location,4
2321,way,114,prince_ricardo_of_pantouflia,noun.location,5
2322,way,114,the_book_of_dragons,noun.location,12
2323,way,114,the_brown_owl,noun.location,3
2324,way,114,the_king_of_the_golden_river,noun.location,1
2325,way,114,the_light_princess_and_other_fairy_stories,noun.location,14
2326,way,114,the_little_lame_prince_and_his_travelling_cloak,noun.location,4
2327,way,114,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,8
2328,way,114,the_pied_piper_of_hamelin,noun.location,3
2329,way,114,the_reluctant_dragon,noun.location,2
2330,way,114,the_rose_and_the_ring,noun.location,3
2331,weak,1,a_house_of_pomegranates,noun.group,1
2332,weald,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
2333,wedding-,1,phantasmion,noun.group,1
2334,welhng,1,phantasmion,noun.location,1
2335,west,6,phantasmion,noun.location,2
2336,west,6,the_brown_owl,noun.location,1
2337,west,6,the_king_of_the_golden_river,noun.location,1
2338,west,6,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
2339,whereabouts,2,the_brown_owl,noun.location,1
2340,whereabouts,2,the_rose_and_the_ring,noun.location,1
2341,whole,3,phantasmion,noun.location,1
2342,whole,3,the_brown_owl,noun.location,1
2343,whole,3,the_king_of_the_golden_river,noun.location,1
2344,wilderness,1,prince_ricardo_of_pantouflia,noun.location,1
2345,wilds,2,phantasmion,noun.location,2
2346,winds,1,phantasmion,noun.location,1
2347,wing,1,phantasmion,noun.location,1
2348,wold,1,the_book_of_dragons,noun.location,1
2349,woodland,1,phantasmion,noun.location,1
2350,woods,22,dymchurch_flit,noun.group,1
2351,woods,22,phantasmion,noun.group,11
2352,woods,22,the_book_of_dragons,noun.group,5
2353,woods,22,the_light_princess_and_other_fairy_stories,noun.group,2
2354,woods,22,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
2355,woods,22,the_magic_fishbone,noun.group,1
2356,woods,22,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
2357,world,33,a_house_of_pomegranates,noun.group,3
2358,world,33,old_fashioned_fairy_tales,noun.group,1
2359,world,33,phantasmion,noun.group,2
2360,world,33,prince_prigio,noun.group,1
2361,world,33,prince_ricardo_of_pantouflia,noun.group,4
2362,world,33,the_book_of_dragons,noun.group,3
2363,world,33,the_book_of_dragons,noun.location,2
2364,world,33,the_brown_owl,noun.group,1
2365,world,33,the_happy_prince_and_other_tales,noun.group,3
2366,world,33,the_light_princess_and_other_fairy_stories,noun.group,3
2367,world,33,the_little_lame_prince_and_his_travelling_cloak,noun.group,4
2368,world,33,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,2
2369,world,33,the_reluctant_dragon,noun.group,2
2370,world,33,the_rose_and_the_ring,noun.group,2
2371,yore,1,old_fashioned_fairy_tales,noun.location,1
2372,youth,2,phantasmion,noun.group,2
2373,zenith,1,the_king_of_the_golden_river,noun.location,1
2374,zone,1,phantasmion,noun.location,1
2375,zoo,1,the_book_of_dragons,noun.group,1
2376,zoological gardens,1,prince_prigio,noun.location,1
