,Unnamed: 0_x,cat,text,total_count_x,book_title_x,count_x,Unnamed: 0_y,total_count_y,book_title_y,supersense_category,count_y,_merge
0,,,-,,,,0,1,the_blue_fairy_book,noun.location,1,right_only
1,,,- Water,,,,1,1,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,1,right_only
2,,,- la,,,,2,1,fairy_realm,noun.location,1,right_only
3,,,.... Ch,,,,3,2,evening_at_home,noun.location,2,right_only
4,,,.... HARPER,,,,4,1,the_fairy_book,noun.group,1,right_only
5,,,109journeys,,,,5,1,evening_at_home,noun.location,1,right_only
6,,,138city,,,,6,1,the_diamond_fairy_book,noun.location,1,right_only
7,,,144]stirabout,,,,7,1,more_celtic_fairy_tales,noun.location,1,right_only
8,,,165]great,,,,8,1,more_celtic_fairy_tales,noun.location,1,right_only
9,,,210rock,,,,9,1,the_diamond_fairy_book,noun.location,1,right_only
10,6.0,GPE,244]island,1.0,icelandic_fairy_tales,1.0,10,1,icelandic_fairy_tales,noun.location,1,both
11,,,370ones,,,,11,1,evening_at_home,noun.location,1,right_only
12,,,66]body,,,,12,1,icelandic_fairy_tales,noun.location,1,right_only
13,,,87Highlands,,,,13,1,evening_at_home,noun.location,1,right_only
14,,,96]island,,,,14,1,icelandic_fairy_tales,noun.location,1,right_only
15,,,A B C,,,,15,1,brothers_grimm_fairy_tales,noun.group,1,right_only
16,,,A NEW,,,,16,1,the_yellow_fairy_book,noun.group,1,right_only
17,,,A. L.,,,,17,1,the_red_fairy_book_preface,noun.group,1,right_only
18,,,AIR AND,,,,18,1,the_violet_fairy_book,noun.location,1,right_only
19,,,AT THE MERCY,,,,19,1,the_diamond_fairy_book,noun.location,1,right_only
20,,,AZEEZEH,,,,20,1,the_thousand_and_one_nights,noun.location,1,right_only
21,17.0,GPE,Aachen,1.0,fairy_circles,1.0,21,1,fairy_circles,noun.location,1,both
22,18.0,GPE,Aagerup,5.0,the_fairy_mythology,5.0,22,5,the_fairy_mythology,noun.location,5,both
23,,,Aakjær,,,,23,1,the_fairy_mythology,noun.location,1,right_only
24,19.0,GPE,Aalborg,1.0,the_fairy_mythology,1.0,24,1,the_fairy_mythology,noun.location,1,both
25,20.0,GPE,Aarhuus,1.0,the_fairy_mythology,1.0,25,1,the_fairy_mythology,noun.location,1,both
26,22.0,GPE,Aasum,1.0,the_fairy_mythology,1.0,26,1,the_fairy_mythology,noun.location,1,both
27,,,Abbey,,,,27,3,more_english_fairy_tales,noun.group,2,right_only
28,,,Abbey,,,,28,3,more_english_fairy_tales,noun.location,1,right_only
29,,,Abeille,,,,29,2,the_olive_fairy_book,noun.location,2,right_only
30,,,Abernethy,,,,30,1,the_fairy_mythology,noun.location,1,right_only
31,,,Abode,,,,31,2,the_thousand_and_one_nights,noun.location,2,right_only
32,,,Abode of Peace,,,,32,1,the_thousand_and_one_nights,noun.location,1,right_only
33,4263.0,LOC,Acres Gio,1.0,the_fairy_mythology,1.0,33,1,the_fairy_mythology,noun.location,1,both
34,,,Adivinas recogidos,,,,34,1,the_brown_fairy_book,noun.group,1,right_only
35,,,Adriatic,,,,35,2,fairy_circles,noun.location,1,right_only
36,,,Adriatic,,,,36,2,the_orange_fairy_book_preface,noun.location,1,right_only
37,25.0,GPE,Affghanistan,1.0,popular_tales_from_the_norse_preface,1.0,37,1,popular_tales_from_the_norse_preface,noun.location,1,both
38,,,Afric ’s,,,,38,1,evening_at_home,noun.location,1,right_only
39,26.0,GPE,Africa,28.0,english_fairy_tales,1.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
40,27.0,GPE,Africa,28.0,evening_at_home,6.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
41,28.0,GPE,Africa,28.0,popular_tales_from_the_norse_preface,5.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
42,29.0,GPE,Africa,28.0,the_blue_fairy_book,7.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
43,30.0,GPE,Africa,28.0,the_brown_fairy_book_preface,1.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
44,31.0,GPE,Africa,28.0,the_fairy_mythology,2.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
45,32.0,GPE,Africa,28.0,the_grey_fairy_book_preface,1.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
46,33.0,GPE,Africa,28.0,the_lilac_fairy_book,2.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
47,34.0,GPE,Africa,28.0,the_orange_fairy_book,1.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
48,35.0,GPE,Africa,28.0,the_orange_fairy_book_preface,1.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
49,36.0,GPE,Africa,28.0,the_yellow_fairy_book_preface,1.0,39,12,popular_tales_from_the_norse_preface,noun.location,4,both
50,26.0,GPE,Africa,28.0,english_fairy_tales,1.0,40,12,the_blue_fairy_book,noun.location,5,both
51,27.0,GPE,Africa,28.0,evening_at_home,6.0,40,12,the_blue_fairy_book,noun.location,5,both
52,28.0,GPE,Africa,28.0,popular_tales_from_the_norse_preface,5.0,40,12,the_blue_fairy_book,noun.location,5,both
53,29.0,GPE,Africa,28.0,the_blue_fairy_book,7.0,40,12,the_blue_fairy_book,noun.location,5,both
54,30.0,GPE,Africa,28.0,the_brown_fairy_book_preface,1.0,40,12,the_blue_fairy_book,noun.location,5,both
55,31.0,GPE,Africa,28.0,the_fairy_mythology,2.0,40,12,the_blue_fairy_book,noun.location,5,both
56,32.0,GPE,Africa,28.0,the_grey_fairy_book_preface,1.0,40,12,the_blue_fairy_book,noun.location,5,both
57,33.0,GPE,Africa,28.0,the_lilac_fairy_book,2.0,40,12,the_blue_fairy_book,noun.location,5,both
58,34.0,GPE,Africa,28.0,the_orange_fairy_book,1.0,40,12,the_blue_fairy_book,noun.location,5,both
59,35.0,GPE,Africa,28.0,the_orange_fairy_book_preface,1.0,40,12,the_blue_fairy_book,noun.location,5,both
60,36.0,GPE,Africa,28.0,the_yellow_fairy_book_preface,1.0,40,12,the_blue_fairy_book,noun.location,5,both
61,26.0,GPE,Africa,28.0,english_fairy_tales,1.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
62,27.0,GPE,Africa,28.0,evening_at_home,6.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
63,28.0,GPE,Africa,28.0,popular_tales_from_the_norse_preface,5.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
64,29.0,GPE,Africa,28.0,the_blue_fairy_book,7.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
65,30.0,GPE,Africa,28.0,the_brown_fairy_book_preface,1.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
66,31.0,GPE,Africa,28.0,the_fairy_mythology,2.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
67,32.0,GPE,Africa,28.0,the_grey_fairy_book_preface,1.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
68,33.0,GPE,Africa,28.0,the_lilac_fairy_book,2.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
69,34.0,GPE,Africa,28.0,the_orange_fairy_book,1.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
70,35.0,GPE,Africa,28.0,the_orange_fairy_book_preface,1.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
71,36.0,GPE,Africa,28.0,the_yellow_fairy_book_preface,1.0,41,12,the_brown_fairy_book_preface,noun.location,1,both
72,26.0,GPE,Africa,28.0,english_fairy_tales,1.0,42,12,the_lilac_fairy_book,noun.location,1,both
73,27.0,GPE,Africa,28.0,evening_at_home,6.0,42,12,the_lilac_fairy_book,noun.location,1,both
74,28.0,GPE,Africa,28.0,popular_tales_from_the_norse_preface,5.0,42,12,the_lilac_fairy_book,noun.location,1,both
75,29.0,GPE,Africa,28.0,the_blue_fairy_book,7.0,42,12,the_lilac_fairy_book,noun.location,1,both
76,30.0,GPE,Africa,28.0,the_brown_fairy_book_preface,1.0,42,12,the_lilac_fairy_book,noun.location,1,both
77,31.0,GPE,Africa,28.0,the_fairy_mythology,2.0,42,12,the_lilac_fairy_book,noun.location,1,both
78,32.0,GPE,Africa,28.0,the_grey_fairy_book_preface,1.0,42,12,the_lilac_fairy_book,noun.location,1,both
79,33.0,GPE,Africa,28.0,the_lilac_fairy_book,2.0,42,12,the_lilac_fairy_book,noun.location,1,both
80,34.0,GPE,Africa,28.0,the_orange_fairy_book,1.0,42,12,the_lilac_fairy_book,noun.location,1,both
81,35.0,GPE,Africa,28.0,the_orange_fairy_book_preface,1.0,42,12,the_lilac_fairy_book,noun.location,1,both
82,36.0,GPE,Africa,28.0,the_yellow_fairy_book_preface,1.0,42,12,the_lilac_fairy_book,noun.location,1,both
83,26.0,GPE,Africa,28.0,english_fairy_tales,1.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
84,27.0,GPE,Africa,28.0,evening_at_home,6.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
85,28.0,GPE,Africa,28.0,popular_tales_from_the_norse_preface,5.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
86,29.0,GPE,Africa,28.0,the_blue_fairy_book,7.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
87,30.0,GPE,Africa,28.0,the_brown_fairy_book_preface,1.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
88,31.0,GPE,Africa,28.0,the_fairy_mythology,2.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
89,32.0,GPE,Africa,28.0,the_grey_fairy_book_preface,1.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
90,33.0,GPE,Africa,28.0,the_lilac_fairy_book,2.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
91,34.0,GPE,Africa,28.0,the_orange_fairy_book,1.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
92,35.0,GPE,Africa,28.0,the_orange_fairy_book_preface,1.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
93,36.0,GPE,Africa,28.0,the_yellow_fairy_book_preface,1.0,43,12,the_yellow_fairy_book_preface,noun.location,1,both
94,37.0,GPE,Africa’—and,1.0,the_lilac_fairy_book,1.0,44,1,the_lilac_fairy_book,noun.location,1,both
95,38.0,GPE,Aghavoe,1.0,fairy_and_folk_tales_of_the_irish_peasantry,1.0,45,1,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,1,both
96,39.0,GPE,Aherlow,2.0,fairy_and_folk_tales_of_the_irish_peasantry,1.0,46,2,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,1,both
97,40.0,GPE,Aherlow,2.0,more_celtic_fairy_tales,1.0,46,2,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,1,both
98,39.0,GPE,Aherlow,2.0,fairy_and_folk_tales_of_the_irish_peasantry,1.0,47,2,more_celtic_fairy_tales,noun.location,1,both
99,40.0,GPE,Aherlow,2.0,more_celtic_fairy_tales,1.0,47,2,more_celtic_fairy_tales,noun.location,1,both
100,,,Ahlbeck,,,,48,3,the_fairy_mythology,noun.location,3,right_only
101,44.0,GPE,Ahtola,4.0,the_lilac_fairy_book,4.0,49,6,the_lilac_fairy_book,noun.location,6,both
102,,,Air,,,,50,7,the_violet_fairy_book_preface,noun.location,1,right_only
103,,,Air,,,,51,7,the_yellow_fairy_book,noun.location,6,right_only
104,,,Aladdin,,,,52,4,the_blue_fairy_book,noun.location,4,right_only
105,,,Aladdin ’s palace,,,,53,1,evening_at_home,noun.location,1,right_only
106,,,Alas,,,,54,2,the_blue_fairy_book,noun.location,1,right_only
107,,,Alas,,,,55,2,the_red_fairy_book,noun.location,1,right_only
108,45.0,GPE,Alba,5.0,celtic_fairy_tales,5.0,56,5,celtic_fairy_tales,noun.location,5,both
109,46.0,GPE,Albain,1.0,more_celtic_fairy_tales,1.0,57,1,more_celtic_fairy_tales,noun.location,1,both
110,47.0,GPE,Albania,5.0,europas_fairy_book_preface,1.0,58,5,europas_fairy_book_preface,noun.location,1,both
111,48.0,GPE,Albania,5.0,the_blue_fairy_book,2.0,58,5,europas_fairy_book_preface,noun.location,1,both
112,49.0,GPE,Albania,5.0,the_fairy_mythology,2.0,58,5,europas_fairy_book_preface,noun.location,1,both
113,47.0,GPE,Albania,5.0,europas_fairy_book_preface,1.0,59,5,the_blue_fairy_book,noun.location,2,both
114,48.0,GPE,Albania,5.0,the_blue_fairy_book,2.0,59,5,the_blue_fairy_book,noun.location,2,both
115,49.0,GPE,Albania,5.0,the_fairy_mythology,2.0,59,5,the_blue_fairy_book,noun.location,2,both
116,47.0,GPE,Albania,5.0,europas_fairy_book_preface,1.0,60,5,the_fairy_mythology,noun.location,2,both
117,48.0,GPE,Albania,5.0,the_blue_fairy_book,2.0,60,5,the_fairy_mythology,noun.location,2,both
118,49.0,GPE,Albania,5.0,the_fairy_mythology,2.0,60,5,the_fairy_mythology,noun.location,2,both
119,50.0,GPE,Albatroz,2.0,the_brown_fairy_book,2.0,61,2,the_brown_fairy_book,noun.location,2,both
120,52.0,GPE,Aleppo,3.0,the_thousand_and_one_nights,3.0,62,2,the_thousand_and_one_nights,noun.location,2,both
121,53.0,GPE,"Aleppo,19",1.0,the_thousand_and_one_nights,1.0,63,1,the_thousand_and_one_nights,noun.location,1,both
122,54.0,GPE,Alexandria,14.0,evening_at_home,1.0,64,14,evening_at_home,noun.location,1,both
123,55.0,GPE,Alexandria,14.0,the_crimson_fairy_book,7.0,64,14,evening_at_home,noun.location,1,both
124,56.0,GPE,Alexandria,14.0,the_fairy_book,2.0,64,14,evening_at_home,noun.location,1,both
125,57.0,GPE,Alexandria,14.0,the_grey_fairy_book,3.0,64,14,evening_at_home,noun.location,1,both
126,58.0,GPE,Alexandria,14.0,the_thousand_and_one_nights,1.0,64,14,evening_at_home,noun.location,1,both
127,54.0,GPE,Alexandria,14.0,evening_at_home,1.0,65,14,the_crimson_fairy_book,noun.location,7,both
128,55.0,GPE,Alexandria,14.0,the_crimson_fairy_book,7.0,65,14,the_crimson_fairy_book,noun.location,7,both
129,56.0,GPE,Alexandria,14.0,the_fairy_book,2.0,65,14,the_crimson_fairy_book,noun.location,7,both
130,57.0,GPE,Alexandria,14.0,the_grey_fairy_book,3.0,65,14,the_crimson_fairy_book,noun.location,7,both
131,58.0,GPE,Alexandria,14.0,the_thousand_and_one_nights,1.0,65,14,the_crimson_fairy_book,noun.location,7,both
132,54.0,GPE,Alexandria,14.0,evening_at_home,1.0,66,14,the_fairy_book,noun.location,2,both
133,55.0,GPE,Alexandria,14.0,the_crimson_fairy_book,7.0,66,14,the_fairy_book,noun.location,2,both
134,56.0,GPE,Alexandria,14.0,the_fairy_book,2.0,66,14,the_fairy_book,noun.location,2,both
135,57.0,GPE,Alexandria,14.0,the_grey_fairy_book,3.0,66,14,the_fairy_book,noun.location,2,both
136,58.0,GPE,Alexandria,14.0,the_thousand_and_one_nights,1.0,66,14,the_fairy_book,noun.location,2,both
137,54.0,GPE,Alexandria,14.0,evening_at_home,1.0,67,14,the_grey_fairy_book,noun.location,3,both
138,55.0,GPE,Alexandria,14.0,the_crimson_fairy_book,7.0,67,14,the_grey_fairy_book,noun.location,3,both
139,56.0,GPE,Alexandria,14.0,the_fairy_book,2.0,67,14,the_grey_fairy_book,noun.location,3,both
140,57.0,GPE,Alexandria,14.0,the_grey_fairy_book,3.0,67,14,the_grey_fairy_book,noun.location,3,both
141,58.0,GPE,Alexandria,14.0,the_thousand_and_one_nights,1.0,67,14,the_grey_fairy_book,noun.location,3,both
142,54.0,GPE,Alexandria,14.0,evening_at_home,1.0,68,14,the_thousand_and_one_nights,noun.location,1,both
143,55.0,GPE,Alexandria,14.0,the_crimson_fairy_book,7.0,68,14,the_thousand_and_one_nights,noun.location,1,both
144,56.0,GPE,Alexandria,14.0,the_fairy_book,2.0,68,14,the_thousand_and_one_nights,noun.location,1,both
145,57.0,GPE,Alexandria,14.0,the_grey_fairy_book,3.0,68,14,the_thousand_and_one_nights,noun.location,1,both
146,58.0,GPE,Alexandria,14.0,the_thousand_and_one_nights,1.0,68,14,the_thousand_and_one_nights,noun.location,1,both
147,,,Ali,,,,69,1,the_brown_fairy_book,noun.location,1,right_only
148,,,All - hallows Day,,,,70,1,english_fairy_tales,noun.location,1,right_only
149,,,Aller,,,,71,1,the_fairy_mythology,noun.location,1,right_only
150,60.0,GPE,Alma Mater,1.0,fairy_realm,1.0,72,1,fairy_realm,noun.location,1,both
151,61.0,GPE,Alnwick,1.0,the_fairy_mythology,1.0,73,1,the_fairy_mythology,noun.location,1,both
152,62.0,GPE,Alp,2.0,evening_at_home,2.0,74,1,evening_at_home,noun.location,1,both
153,,,Alpe,,,,75,1,the_fairy_mythology,noun.location,1,right_only
154,4267.0,LOC,Alps,1.0,the_fairy_mythology,1.0,76,2,evening_at_home,noun.location,1,both
155,4267.0,LOC,Alps,1.0,the_fairy_mythology,1.0,77,2,popular_tales_from_the_norse_preface,noun.location,1,both
156,63.0,GPE,Althadhawan,1.0,fairy_and_folk_tales_of_the_irish_peasantry,1.0,78,1,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,1,both
157,64.0,GPE,Althorpe,1.0,the_fairy_mythology,1.0,79,1,the_fairy_mythology,noun.location,1,both
158,65.0,GPE,Amber,1.0,the_fairy_mythology,1.0,80,2,the_fairy_mythology,noun.location,2,both
159,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,81,14,english_fairy_tales_preface,noun.location,1,both
160,68.0,GPE,America,15.0,evening_at_home,6.0,81,14,english_fairy_tales_preface,noun.location,1,both
161,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,81,14,english_fairy_tales_preface,noun.location,1,both
162,70.0,GPE,America,15.0,the_fairy_mythology,1.0,81,14,english_fairy_tales_preface,noun.location,1,both
163,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,81,14,english_fairy_tales_preface,noun.location,1,both
164,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,81,14,english_fairy_tales_preface,noun.location,1,both
165,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,81,14,english_fairy_tales_preface,noun.location,1,both
166,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,82,14,evening_at_home,noun.location,5,both
167,68.0,GPE,America,15.0,evening_at_home,6.0,82,14,evening_at_home,noun.location,5,both
168,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,82,14,evening_at_home,noun.location,5,both
169,70.0,GPE,America,15.0,the_fairy_mythology,1.0,82,14,evening_at_home,noun.location,5,both
170,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,82,14,evening_at_home,noun.location,5,both
171,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,82,14,evening_at_home,noun.location,5,both
172,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,82,14,evening_at_home,noun.location,5,both
173,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,83,14,more_celtic_fairy_tales,noun.location,2,both
174,68.0,GPE,America,15.0,evening_at_home,6.0,83,14,more_celtic_fairy_tales,noun.location,2,both
175,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,83,14,more_celtic_fairy_tales,noun.location,2,both
176,70.0,GPE,America,15.0,the_fairy_mythology,1.0,83,14,more_celtic_fairy_tales,noun.location,2,both
177,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,83,14,more_celtic_fairy_tales,noun.location,2,both
178,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,83,14,more_celtic_fairy_tales,noun.location,2,both
179,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,83,14,more_celtic_fairy_tales,noun.location,2,both
180,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,84,14,the_fairy_mythology,noun.location,1,both
181,68.0,GPE,America,15.0,evening_at_home,6.0,84,14,the_fairy_mythology,noun.location,1,both
182,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,84,14,the_fairy_mythology,noun.location,1,both
183,70.0,GPE,America,15.0,the_fairy_mythology,1.0,84,14,the_fairy_mythology,noun.location,1,both
184,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,84,14,the_fairy_mythology,noun.location,1,both
185,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,84,14,the_fairy_mythology,noun.location,1,both
186,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,84,14,the_fairy_mythology,noun.location,1,both
187,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,85,14,the_lilac_fairy_book,noun.location,1,both
188,68.0,GPE,America,15.0,evening_at_home,6.0,85,14,the_lilac_fairy_book,noun.location,1,both
189,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,85,14,the_lilac_fairy_book,noun.location,1,both
190,70.0,GPE,America,15.0,the_fairy_mythology,1.0,85,14,the_lilac_fairy_book,noun.location,1,both
191,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,85,14,the_lilac_fairy_book,noun.location,1,both
192,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,85,14,the_lilac_fairy_book,noun.location,1,both
193,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,85,14,the_lilac_fairy_book,noun.location,1,both
194,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
195,68.0,GPE,America,15.0,evening_at_home,6.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
196,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
197,70.0,GPE,America,15.0,the_fairy_mythology,1.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
198,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
199,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
200,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,86,14,the_lilac_fairy_book_preface,noun.location,1,both
201,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,87,14,the_orange_fairy_book,noun.location,2,both
202,68.0,GPE,America,15.0,evening_at_home,6.0,87,14,the_orange_fairy_book,noun.location,2,both
203,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,87,14,the_orange_fairy_book,noun.location,2,both
204,70.0,GPE,America,15.0,the_fairy_mythology,1.0,87,14,the_orange_fairy_book,noun.location,2,both
205,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,87,14,the_orange_fairy_book,noun.location,2,both
206,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,87,14,the_orange_fairy_book,noun.location,2,both
207,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,87,14,the_orange_fairy_book,noun.location,2,both
208,67.0,GPE,America,15.0,english_fairy_tales_preface,1.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
209,68.0,GPE,America,15.0,evening_at_home,6.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
210,69.0,GPE,America,15.0,more_celtic_fairy_tales,2.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
211,70.0,GPE,America,15.0,the_fairy_mythology,1.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
212,71.0,GPE,America,15.0,the_lilac_fairy_book,2.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
213,72.0,GPE,America,15.0,the_orange_fairy_book,2.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
214,73.0,GPE,America,15.0,the_yellow_fairy_book_preface,1.0,88,14,the_yellow_fairy_book_preface,noun.location,1,both
215,74.0,GPE,America’—and,1.0,the_lilac_fairy_book,1.0,89,1,the_lilac_fairy_book,noun.location,1,both
216,75.0,GPE,Amsterdam,1.0,evening_at_home,1.0,90,1,evening_at_home,noun.location,1,both
217,,,Ancient Greece,,,,91,1,the_fairy_mythology_preface,noun.location,1,right_only
218,,,Andes,,,,92,2,evening_at_home,noun.location,2,right_only
219,,,Anif,,,,93,1,the_fairy_mythology,noun.location,1,right_only
220,,,Anima,,,,94,1,europas_fairy_book,noun.location,1,right_only
221,,,Animal Kingdom,,,,95,2,the_pink_fairy_book,noun.location,2,right_only
222,,,Anna Grace,,,,96,1,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,1,right_only
223,79.0,GPE,Annuvyn,6.0,more_celtic_fairy_tales,6.0,97,3,more_celtic_fairy_tales,noun.location,3,both
224,,,Anthropological - Institute,,,,98,1,the_brown_fairy_book,noun.location,1,right_only
225,,,Anthropological Institute,,,,99,2,the_orange_fairy_book,noun.group,1,right_only
226,,,Anthropological Institute,,,,100,2,the_orange_fairy_book,noun.location,1,right_only
227,,,Antonio,,,,101,1,fairy_circles,noun.location,1,right_only
228,,,Antonio de Trueba,,,,102,1,the_orange_fairy_book,noun.location,1,right_only
229,,,Ants,,,,103,1,the_violet_fairy_book,noun.group,1,right_only
230,,,Aod,,,,104,1,more_celtic_fairy_tales,noun.location,1,right_only
231,,,Apennines,,,,105,1,evening_at_home,noun.location,1,right_only
232,,,Appendix,,,,106,1,the_fairy_mythology,noun.location,1,right_only
233,,,Apple,,,,107,1,evening_at_home,noun.location,1,right_only
234,,,Ar,,,,108,1,evening_at_home,noun.location,1,right_only
235,80.0,GPE,Ara,2.0,fairy_and_folk_tales_of_the_irish_peasantry,2.0,109,2,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,2,both
236,81.0,GPE,Arabia,24.0,evening_at_home,3.0,110,24,evening_at_home,noun.location,2,both
237,82.0,GPE,Arabia,24.0,fairy_and_folk_tales_of_the_irish_peasantry,3.0,110,24,evening_at_home,noun.location,2,both
238,83.0,GPE,Arabia,24.0,popular_tales_from_the_norse,3.0,110,24,evening_at_home,noun.location,2,both
239,84.0,GPE,Arabia,24.0,the_fairy_mythology,3.0,110,24,evening_at_home,noun.location,2,both
240,85.0,GPE,Arabia,24.0,the_fairy_mythology_preface,1.0,110,24,evening_at_home,noun.location,2,both
241,86.0,GPE,Arabia,24.0,the_olive_fairy_book,10.0,110,24,evening_at_home,noun.location,2,both
242,87.0,GPE,Arabia,24.0,the_thousand_and_one_nights,1.0,110,24,evening_at_home,noun.location,2,both
243,81.0,GPE,Arabia,24.0,evening_at_home,3.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
244,82.0,GPE,Arabia,24.0,fairy_and_folk_tales_of_the_irish_peasantry,3.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
245,83.0,GPE,Arabia,24.0,popular_tales_from_the_norse,3.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
246,84.0,GPE,Arabia,24.0,the_fairy_mythology,3.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
247,85.0,GPE,Arabia,24.0,the_fairy_mythology_preface,1.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
248,86.0,GPE,Arabia,24.0,the_olive_fairy_book,10.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
249,87.0,GPE,Arabia,24.0,the_thousand_and_one_nights,1.0,111,24,fairy_and_folk_tales_of_the_irish_peasantry,noun.location,3,both
250,81.0,GPE,Arabia,24.0,evening_at_home,3.0,112,24,popular_tales_from_the_norse,noun.location,4,both
251,82.0,GPE,Arabia,24.0,fairy_and_folk_tales_of_the_irish_peasantry,3.0,112,24,popular_tales_from_the_norse,noun.location,4,both
252,83.0,GPE,Arabia,24.0,popular_tales_from_the_norse,3.0,112,24,popular_tales_from_the_norse,noun.location,4,both
253,84.0,GPE,Arabia,24.0,the_fairy_mythology,3.0,112,24,popular_tales_from_the_norse,noun.location,4,both
